ts,history_list_len,plain_ibd_bytes,part_ibd_bytes
1785436486.0,0,901775360,926941184
1785436487.1,0,901775360,926941184
1785436488.1,0,901775360,926941184
1785436489.2,0,901775360,926941184
1785436490.3,0,901775360,926941184
1785436491.3,0,901775360,926941184
1785436492.4,0,901775360,926941184
1785436493.5,0,901775360,926941184
1785436494.5,0,901775360,926941184
1785436495.6,0,901775360,926941184
1785436496.7,0,901775360,926941184
1785436497.8,0,901775360,926941184
1785436498.8,0,901775360,926941184
1785436499.9,0,901775360,926941184
1785436501.0,0,901775360,926941184
1785436502.1,0,901775360,926941184
1785436503.1,0,901775360,926941184
1785436504.2,0,901775360,926941184
1785436505.3,0,901775360,926941184
1785436506.4,0,901775360,926941184
1785436507.4,0,901775360,926941184
1785436508.5,0,901775360,926941184
1785436509.6,0,901775360,926941184
1785436510.6,0,901775360,926941184
1785436511.7,0,901775360,926941184
1785436512.8,0,901775360,926941184
1785436513.9,0,901775360,926941184
1785436515.0,0,901775360,926941184
1785436516.0,0,901775360,926941184
1785436517.1,0,901775360,926941184
1785436518.2,0,901775360,926941184
1785436519.3,0,901775360,926941184
1785436520.3,0,901775360,926941184
1785436521.4,0,901775360,926941184
1785436522.5,0,901775360,926941184
1785436523.6,0,901775360,926941184
1785436524.6,0,901775360,926941184
1785436525.7,0,901775360,926941184
1785436526.8,0,901775360,926941184
1785436527.9,0,901775360,926941184
1785436528.9,0,901775360,926941184
1785436530.1,0,901775360,926941184
1785436531.1,0,901775360,926941184
1785436532.2,0,901775360,926941184
1785436533.3,0,901775360,926941184
1785436534.4,0,901775360,926941184
1785436535.4,0,901775360,926941184
1785436536.5,0,901775360,926941184
1785436537.6,0,901775360,926941184
1785436538.6,0,901775360,926941184
1785436539.7,0,901775360,926941184
1785436540.8,0,901775360,926941184
1785436541.9,0,901775360,926941184
1785436542.9,0,901775360,926941184
1785436544.0,0,901775360,926941184
1785436545.1,0,901775360,926941184
1785436546.1,0,901775360,926941184
1785436547.2,0,901775360,926941184
1785436548.3,0,901775360,926941184
1785436549.4,0,901775360,926941184
1785436550.4,0,901775360,926941184
1785436551.5,0,901775360,926941184
1785436552.6,0,901775360,926941184
