ts,hit_rate,young_per_1k,not_young_per_1k,pages_made_young_rate,old_pages,total_pages,reads_from_disk_rate
1785527932.3,564,26,470,85.03837542094307,9051,24573,1415.9878325905868
1785527933.3,579,24,483,81.24507080210684,9050,24573,1415.8439777586666
1785527934.3,563,15,476,49.86265332142613,9050,24573,1363.2449418077904
1785527935.3,594,13,439,39.660543740383225,9051,24573,1226.5023151713513
1785527936.3,597,11,467,36.81618899134099,9051,24573,1298.5169360459456
1785527937.3,578,10,469,32.85989906012564,9051,24573,1361.1964247027802
1785527938.3,576,9,472,30.87868662594447,9050,24573,1361.6504715376159
1785527939.3,563,6,466,19.782564883721797,9051,24573,1411.4860044535503
1785527940.3,584,7,481,21.717164681528285,9051,24573,1282.2998600593291
1785527941.3,472,4,554,17.556115511761163,9051,24573,2124.2899769231008
1785527942.3,587,4,461,12.90285867369767,9051,24573,1283.338174237776
1785527943.3,578,3,468,11.967101922230407,9050,24573,1347.29622474444
1785527944.3,594,3,456,9.954999658463873,9051,24573,1284.1949559418397
1785527945.3,595,4,448,12.963683860126338,9051,24573,1216.591869950318
1785527946.3,589,2,451,6.948014945231762,9051,24573,1336.996590175312
1785527947.3,565,0,467,1.9911865107069835,9051,24573,1280.3329263845903
1785527948.4,608,1,451,5.982307570634459,9050,24573,1218.396641885885
1785527949.4,584,2,444,6.944908644067357,9051,24573,1271.9104116706217
1785527950.4,685,82,365,248.19724720465962,9050,24573,952.9179450909822
1785527951.4,1000,406,1,1232.7047110519895,9051,24573,1.9914454136542643
1785527952.4,999,409,1,1276.3884106843514,9051,24573,3.982491140980815
1785527953.4,1000,410,0,1333.8631234177706,9050,24573,1.9819660080501793
1785527954.4,1000,402,0,1277.125150053764,9050,24573,0.0
1785527955.4,1000,415,0,1301.4191151516432,9050,24573,0.9926919261263486
1785527956.4,1000,405,0,1313.3539002561165,9050,24573,0.0
1785527957.4,1000,226,0,518.685585372283,9050,24573,0.0
1785527958.4,1000,0,0,0.9963059466263962,8673,23550,0.9963059466263962
1785527959.4,1000,0,0,0.9953128230878735,8673,23550,0.0
1785527960.4,1000,1,0,1.9929851069643878,8673,23550,0.0
1785527961.4,1000,0,0,0.0,8673,23550,0.0
1785527962.4,1000,0,0,0.9908354733827252,8673,23550,0.0
1785527963.4,1000,0,0,0.9864963846845968,8673,23550,0.0
1785527964.4,1000,0,0,0.9946818509254336,8673,23550,0.0
1785527965.4,1000,0,0,0.0,8673,23550,0.0
1785527966.4,1000,0,0,0.0,8673,23550,0.0
1785527967.5,1000,0,0,0.0,8673,23550,0.0
1785527968.5,1000,0,0,0.0,8673,23550,0.0
1785527969.5,1000,0,0,0.0,8673,23550,0.0
1785527970.5,1000,0,0,0.0,8673,23550,0.0
1785527971.5,1000,0,0,0.0,8673,23550,0.0
1785527972.5,1000,0,0,0.0,8673,23550,0.0
1785527973.5,1000,0,0,0.0,8673,23550,0.0
1785527974.5,1000,0,0,0.0,8673,23550,0.0
1785527975.5,1000,0,0,0.0,8673,23550,0.0
1785527976.5,1000,0,0,0.0,8673,23550,0.0
1785527977.5,1000,0,0,0.0,8673,23550,0.0
1785527978.5,1000,0,0,0.0,8673,23550,0.0
1785527979.5,1000,0,0,0.0,8673,23550,0.0
1785527980.5,1000,0,0,0.0,8673,23550,0.0
1785527981.5,1000,0,0,0.0,8673,23550,0.0
1785527982.5,1000,0,0,0.0,8673,23550,0.0
1785527983.6,1000,0,0,0.0,8673,23550,0.0
1785527984.6,1000,0,0,0.0,8673,23550,0.0
1785527985.6,1000,0,0,0.0,8673,23550,0.0
1785527986.6,1000,0,0,0.0,8673,23550,0.0
1785527987.6,1000,0,0,0.0,8673,23550,0.0
1785527988.6,1000,0,0,0.0,8673,23550,0.0
1785527989.6,1000,0,0,0.0,8673,23550,0.0
1785527990.6,1000,0,0,0.0,8673,23550,0.0
1785527991.6,1000,0,0,0.0,8673,23550,0.0
1785527992.6,1000,0,0,0.0,8673,23550,0.0
1785527993.6,1000,0,0,0.0,8673,23550,0.0
1785527994.6,1000,0,0,0.0,8673,23550,0.0
1785527995.6,1000,0,0,0.0,8673,23550,0.0
1785527996.6,1000,0,0,0.0,8673,23550,0.0
1785527997.6,1000,0,0,0.0,8673,23550,0.0
1785527998.6,1000,0,0,0.0,8673,23550,0.0
1785527999.6,1000,0,0,0.0,8673,23550,0.0
1785528000.6,1000,0,0,0.0,8673,23550,0.0
1785528001.7,1000,0,0,0.0,8673,23550,0.0
1785528002.7,1000,0,0,0.0,8673,23550,0.0
1785528003.7,1000,0,0,0.0,8673,23550,0.0
1785528004.7,1000,0,0,0.0,8673,23550,0.0
1785528005.7,1000,0,0,0.0,8673,23550,0.0
1785528006.7,1000,0,0,0.0,8673,23550,0.0
1785528007.7,1000,0,0,0.0,8673,23550,0.0
1785528008.7,1000,0,0,0.0,8673,23550,0.0
1785528009.7,1000,0,0,0.0,8673,23550,0.0
1785528010.7,1000,0,0,0.0,8673,23550,0.0
1785528011.7,1000,0,0,0.0,8673,23550,0.0
1785528012.7,1000,0,0,0.0,8673,23550,0.0
1785528013.7,1000,0,0,0.0,8673,23550,0.0
1785528014.7,1000,0,0,0.0,8673,23550,0.0
1785528015.7,1000,0,0,0.0,8673,23550,0.0
1785528016.7,1000,0,0,0.0,8673,23550,0.0
